CODIGO;NOMBRE;CAT. 2018-2;CAT. 2019-1;DEPARTAMENTO;PROVINCIA;DISTRITO;NUEVA REFERENCIA;REFERENCIA;DIRECIÓN;TS;MS;BI
1896;WILLIAM SHAKESPEARE;4;T;LIMA;LIMA;SANTA ANITA;LIMA/LIMA/SANTA ANITA;SANA ANITA;ALAMEDA DE ATE II MZ Ñ LT 17;;;
1897;INGENIEROS UNI DE LA MOLINA;4;T;LIMA;LIMA;LA MOLINA;LIMA/LIMA/LA MOLINA;LA MOLINA;AV. LOS FRUTALES N° 1013 URB. MONTERRICO;;;
1898;SANTO DOMINGO DE GUZMAN;4;T;ICA;PISCO;PISCO;ICA/PISCO/PISCO;PISCO;AV. FRANCISCO BOLOGNESI N° 979;;;
1899;SOR ANA DE LOS ANGELES;4;T;LIMA;LIMA;SAN JUAN DE LURIGANCHO;LIMA/LIMA/SAN JUAN DE LURIGANCHO;S.J. LURIGANCHO;JR. RIO CHANCAY N° 548 URB. CANTO REY;;;
1900;LICEO SANTO TORIBIO;4;T;LIMA;LIMA;SAN JUAN DE LURIGANCHO;LIMA/LIMA/SAN JUAN DE LURIGANCHO;S.J. LURIGANCHO;MZ. KM. LTE. 28 URB LOS PINOS;;;
1901;CRISTONY;4;T;LIMA;LIMA;SAN JUAN DE LURIGANCHO;LIMA/LIMA/SAN JUAN DE LURIGANCHO;S.J. LURIGANCHO;JR. MALVAVISCOS N° 120 URB. SAN IGNACIO;;;
1902;INGENIEROS UNI;4;T;LIMA;LIMA;SANTA ANITA;LIMA/LIMA/SANTA ANITA;SANTA ANITA;CA. LOS ROBLES N° 325;;;
1903;INGENIERIA;4;T;LIMA;LIMA;ATE;LIMA/LIMA/ATE;ATE;JR. LOS ABETOS N° 210-115;;;
1904;NAZARENO;4;T;LIMA;LIMA;SAN LUIS;LIMA/LIMA/SAN LUIS;SAN LUIS;JR. RIO RIMAC N° 150 URB. LAS MORAS;;;
1905;SANTA MARIA LA MAYOR;4;T;AREQUIPA;CAMANA;CAMANA;AREQUIPA/CAMANA/CAMANA;AREQUIPA;JR. GARCI CARBAJAL N° 523;;;
1906;MAX PLANCK;4;T;JUNIN;HUANCAYO;HUANCAYO;JUNIN/HUANCAYO/HUANCAYO;HUANCAYO;JR. AREQUIPA N° 651-653;;;
1907;JOSE ANTONIO ENCINAS;4;T;CALLAO;CALLAO;VENTANILLA;CALLAO/CALLAO/VENTANILLA;VENTANILLA;AV. PEDRO BELTRAN CALLE 18 S/N;;;
1908;SANTA ANITA;4;T;MOQUEGUA;ILO;ILO;MOQUEGUA/ILO/ILO;ILO - MOQUEGUA;URB. VILLA DEL MAR E-13;;;
1909;ENRICO FERMI;4;T;AREQUIPA;ISLAY;MOLLENDO;AREQUIPA/ISLAY/MOLLENDO;MOLLENDO - AREQUIPA;CA. TEOFILO NUÑEZ N° 101;;;
1910;CRNL. JOSE JOAQUIN INCLAN;4;T;PIURA;PIURA;PIURA;PIURA/PIURA/PIURA;PIURA;AV. SAN MARTIN N° 900;;;
1911;JORGE CHAVEZ;4;T;JUNIN;SATIPO;PANGOA;JUNIN/SATIPO/PANGOA;JUNIN - PANGOA;CA. ANAPATI S/N SAN BERNABE - SAN MARTIN DE P;;;
1912;YURIMAGUAS DEL SAGRADO CORAZON DE JESUS;4;T;LORETO;ALTO AMAZONAS;YURIMAGUAS;LORETO/ALTO AMAZONAS/YURIMAGUAS;LORETO - YURIMAGUAS;ALFONSO UGARTE N° 328;;;
1913;D'UNI;4;T;HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;HUANCAVELICA/HUANCAVELICA/HUANCAVELICA;HUANCAVELICA;JR. MANCO CAPAC N° 219;;;
1914;SANTA VERONICA;4;T;LAMBAYEQUE;CHICLAYO;CHICLAYO;LAMBAYEQUE/CHICLAYO/CHICLAYO;CHICLAYO;7 DE ENERO SUR N° 121 / URB. SAN EDUARDO;;;
1915;SANTA MARIA;4;T;AYACUCHO;HUAMANGA;AYACUCHO;AYACUCHO/HUAMANGA/AYACUCHO;AYACUCHO;JR. 9 DE DICIEMBRE N° 377;;;
1917;AUGUSTO SALAZAR BONDY;4;T;PUNO;SAN ROMAN;CARACOTO;PUNO/SAN ROMAN/CARACOTO;PUNO;JR. BOLIVAR N° 323;;;
1918;JUAN ESPINOZA MEDRANO;4;T;APURIMAC;ANDAHUAYLAS;ANDAHUAYLAS;APURIMAC/ANDAHUAYLAS/ANDAHUAYLAS;APURIMAC;AV. PERÚ N° 565;;;
1919;CHIUMDSA;4;T;TUMBES;TUMBES;TUMBES;TUMBES/TUMBES/TUMBES;TUMBES;CA. HUASCAR N° 115;;;
1920;L'HERMITAGE SRL;4;T;LIMA;LIMA;SAN JUAN DE MIRAFLORES;LIMA/LIMA/SAN JUAN DE MIRAFLORES;SAN JUAN DE MIRAFLORES;JR. ANTONIO OLIVERA NO. 1143;;;
1921;EMMANUEL COLLEGE;4;T;LIMA;LIMA;SAN JUAN DE MIRAFLORES;LIMA/LIMA/SAN JUAN DE MIRAFLORES;SAN JUAN DE MIRAFLORES;JR. JULIO BELLIDO NO. 1087;;;
1922;JOSE MARIA ARGUEDAS;4;T;LIMA;LIMA;LURIN;LIMA/LIMA/LURIN;LURIN;JR. COLON NO. 144 / CL. LOS OLIVOS 110-A;;;
1923;DIVINO MAESTRO;4;T;LIMA;LIMA;VILLA EL SALVADOR;LIMA/LIMA/VILLA EL SALVADOR;VILLA EL SALVADOR;MZ.L PRIMA LT.1 1RA ETAPA7URB. PACHACAMAC;;;
1924;HENRI WALLON;4;T;LIMA;LIMA;SAN MARTIN DE PORRES;LIMA/LIMA/SAN MARTIN DE PORRES;SAN MARTIN DE PORRES;JR. LOBITOS N° 480-486;;;
1925;SAN RAMON NONATO;4;T;LIMA;LIMA;SAN MARTIN DE PORRES;LIMA/LIMA/SAN MARTIN DE PORRES;SAN MARTIN DE PORRES;JR. AREQUIPA N° 3469;;;
1926;MARIA INMACULADA CONCEPCION;4;T;LIMA;LIMA;LOS OLIVOS;LIMA/LIMA/LOS OLIVOS;LOS OLIVOS;JR. LOS AMARANTOS N° 929 - URB. LAS PALMERAS;;;
1927;VIRGEN DE LAS MERCEDES DEL TREBOL;4;T;LIMA;LIMA;LOS OLIVOS;LIMA/LIMA/LOS OLIVOS;LOS OLIVOS;JR. ATAHUALPA N° 385;;;
1928;CONSUELO VALLEJOS;4;T;LIMA;LIMA;LOS OLIVOS;LIMA/LIMA/LOS OLIVOS;LOS OLIVOS;CA. SAN HECTOR N° 163 URB. STA. LUISA;;;
1929;SAN BENITO DE PALERMO;4;T;CALLAO;CALLAO;CALLAO;CALLAO/CALLAO/CALLAO;CALLAO;URB. SAN JUAN MACIAS MZ. D-1 LT 7-8;;;
1930;SANTO DOMINGO EL PREDICADOR;4;T;LIMA;LIMA;SAN MARTIN DE PORRES;LIMA/LIMA/SAN MARTIN DE PORRES;SAN MARTIN DE PORRES;MZ. A LT. 3-4 CALLE 1 EXFUNDO NARANJAL;;;
1931;SANTISIMA VIRGEN DE LA PUERTA;4;T;LIMA;LIMA;SAN MARTIN DE PORRES;LIMA/LIMA/SAN MARTIN DE PORRES;SAN MARTIN DE PORRES;CALLE BERNARDO MONTEAGUDO N° 105;;;
1932;VIRGEN DE LA MEDALLA MILAGROSA;4;T;ICA;CHINCHA;CHINCHA ALTA;ICA/CHINCHA/CHINCHA ALTA;ICA - CHINCHA ALTA;AV. ALFONSO UGARTE N° 501 Y ESQ. LEOPOLDO CAR;;;
1933;INMACULADA CONCEPCION;4;T;CAJAMARCA;CAJAMARCA;CAJAMARCA;CAJAMARCA/CAJAMARCA/CAJAMARCA;CAJAMARCA;JR. MARIANO IBERICO N° 490;;;
1934;ALAS PERUANAS;4;T;AREQUIPA;AREQUIPA;AREQUIPA;AREQUIPA/AREQUIPA/AREQUIPA;AREQUIPA;URB. APROVIORO MZ B LT 6;;;
1935;SAN IGNACIO DE JESUS;4;T;AREQUIPA;AREQUIPA;AREQUIPA;AREQUIPA/AREQUIPA/AREQUIPA;AREQUIPA;SANTO DOMINGO 313;;;
1936;LE D'ALEMBERT;4;T;LIMA;LIMA;CHORRILLOS;LIMA/LIMA/CHORRILLOS;CHORRILLOS;JR. LOS METEOROS N° 235 - URB. LA CAMPIÑA;;;
1937;HEROES DE LA BEÑA;4;T;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;LIMA/LIMA/VILLA MARIA DEL TRIUNFO;VILLA MARIA DEL TRIUNFO;JR. JORGE CHAVEZ N° 340 - V.M.T. CERCADO;;;
1938;CATOLICA SAN PIO X;4;T;LIMA;LIMA;LOS OLIVOS;LIMA/LIMA/LOS OLIVOS;LOS OLIVOS;JR. PALACIO VALDEZ 151;x;;
1939;VILLA LOS ANGELES;4;T;LIMA;LIMA;LOS OLIVOS;LIMA/LIMA/LOS OLIVOS;LOS OLIVOS;PQE MARIA DE LOS ANGELES 707 URB VILLA LOS AN;;;
1940;SANTA MARIA DE BREÑA;4;T;LIMA;LIMA;BREÑA;LIMA/LIMA/BREÑA;BREÑA;JR. PEDRO RUIZ 122 - ALT. CDRA 10 AV. BRASIL;;;
1941;VILLARREAL;4;T;LIMA;LIMA;SAN ISIDRO;LIMA/LIMA/SAN ISIDRO;SAN ISIDRO;AV. AREQUIPA 2633;;;
1942;NUEVO PITAGORAS;4;T;LIMA;LIMA;SAN JUAN DE LURIGANCHO;LIMA/LIMA/SAN JUAN DE LURIGANCHO;SAN JUAN DE LURIGANCHO;JR. LAS TURMALINAS 518 - 520;;;
1943;LOS SIERVOS DE JESUS;4;T;LIMA;LIMA;RIMAC;LIMA/LIMA/RIMAC;RIMAC;JR. ALEJANDRO AYARZA 198-URB EL BOSQUE;;;
1944;CRISTO MORADO;4;T;LIMA;LIMA;LA VICTORIA;LIMA/LIMA/LA VICTORIA;LA VICTORIA;PSJE. LOS MOCHICAS 626;;;
1945;APEIRON;4;T;CALLAO;CALLAO;CALLAO;CALLAO/CALLAO/CALLAO;CALLAO;AV. SALAVERRY 300;;;
1946;JUAN JACOBO ROUSSEAU;4;T;LIMA;LIMA;RIMAC;LIMA/LIMA/RIMAC;RIMAC;CALLE LA PEDRERA N° 366 - URB. VENTURA ROSSI;;;
1947;SAN IDELFONSO;4;T;LIMA;LIMA;LA VICTORIA;LIMA/LIMA/LA VICTORIA;LA VICTORIA;JR. RENOVACIÓN 437;;;
1948;ASEACES PORTALES DEL SABER;4;T;LIMA;LIMA;ATE;LIMA/LIMA/ATE;ATE;CALLE LOS OLIVOS MZ. A LT 2, 3, 4;;;
1949;CATOLICO SANTA URSULA;4;T;LIMA;LIMA;SAN JUAN DE MIRAFLORES;LIMA/LIMA/SAN JUAN DE MIRAFLORES;SAN JUAN DE MIRAFLORES;JR. FELIPE OLIVA 183;;;
1950;BRASIL;4;T;LIMA;LIMA;JESUS MARIA;LIMA/LIMA/JESUS MARIA;JESUS MARIA;AV. BRASIL 2339;;;
1951;VIRGEN DE GUADALUPE;4;T;LIMA;LIMA;ATE;LIMA/LIMA/ATE;ATE;MZ. D LT 11 URB EL DESCANSO;;;
1952;TRILCE MARANGA;4;T;LIMA;LIMA;SAN MIGUEL;LIMA/LIMA/SAN MIGUEL;SAN MIGUEL;CALLE MARTIN DE MURUA # 120 URB MARANGA;;;
1953;NUESTRA SEÑORA DE LAS MERCEDES;4;T;LIMA;LIMA;RIMAC;LIMA/LIMA/RIMAC;RIMAC;JR. JOSE EZETA 180 URB EL BOSQUE;;;
1954;SAN MIGUEL ARCANGEL DE SANGALLAYA;4;T;LIMA;LIMA;COMAS;LIMA/LIMA/COMAS;COMAS;AV. HUAYNA CAPAC 579 EL CARMEN;;;
1955;BELEN;4;T;LIMA;LIMA;CARABAYLLO;LIMA/LIMA/CARABAYLLO;CARABAYLLO;AV. JOSE CARLOS MARIATEGUI # 161 LUCYANA;;;
1956;AGUSTIN HIPONA;4;T;CALLAO;CALLAO;CALLAO;CALLAO/CALLAO/CALLAO;CALLAO;ESQ. ANTENOR ORREGO RAMIRO PRIALE S/N SARITA;;;
1957;DEL PACIFICO;4;T;LIMA;LIMA;CARABAYLLO;LIMA/LIMA/CARABAYLLO;CARABAYLLO;AV. UNIVERSITARIA 256 - SANTA ISABEL;;;
1958;FERMIN TANGUIS;4;T;LIMA;LIMA;SAN JUAN DE LURIGANCHO;LIMA/LIMA/SAN JUAN DE LURIGANCHO;SAN JUAN DE LURIGANCHO;AV. CANTO BELLO 245 URB. CANTO BELLO;;;
1959;SAN JOSE MARELLO VIALE;4;T;CAJAMARCA;CAJABAMBA;CAJABAMBA;CAJAMARCA/CAJABAMBA/CAJABAMBA;CAJAMARCA;JR. LEONCIO PRADO # 151;;;
1960;SAN AGUSTIN;4;T;CALLAO;CALLAO;VENTANILLA;CALLAO/CALLAO/VENTANILLA;VENTANILLA;MZ.J LT 15 3ER SECTOR URB. ANTONIA MORENO DE;;;
1961;NUESTRA SEÑORA DEL PERPETUO SOCORRO;4;T;LIMA;LIMA;ATE;LIMA/LIMA/ATE;ATE-VITARTE;ASOC. EL PORVENIR MZ E LT 8 AV RIVADAVIA BERN;;;
1962;PITAGORAS DE COMAS;4;T;LIMA;LIMA;COMAS;LIMA/LIMA/COMAS;COMAS;CL LAS MUSAS MZ. X LT. 32 URB SAN FELIPE;;;
1963;SAN JUAN BOSCO;4;T;HUANUCO;HUANUCO;HUANUCO;HUANUCO/HUANUCO/HUANUCO;HUANUCO;JR. DOS DE MAYO N° 470;;;
1964;CIMA;4;T;LAMBAYEQUE;CHICLAYO;CHICLAYO;LAMBAYEQUE/CHICLAYO/CHICLAYO;CHICHLAYO;ALFONSO UGARTE N° 640;;;
1965;HUANUCO;4;T;HUANUCO;HUANUCO;HUANUCO;HUANUCO/HUANUCO/HUANUCO;HUANUCO;JR. ABTAO N° 808;;;
1966;RAIMONDI;4;T;CUSCO;CUSCO;WANCHAQ;CUSCO/CUSCO/WANCHAQ;CUSCO;CALLE MARISCAL GAMARRA N° 1003-A;;;
1967;LUCAS;4;T;LIMA;LIMA;CHORRILLOS;LIMA/LIMA/CHORRILLOS;CHORRILLOS;LAS GAVIOTAS 975;;;
1968;MARIANISTA;4;T;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;LIMA/LIMA/VILLA MARIA DEL TRIUNFO;VILLA MARÍA DEL TRIUNFO;AV. DEL TRIUNFO 551;;;
1969;JOSE DE SAN MARTIN;4;T;LA LIBERTAD;TRUJILLO;TRUJILLO;LA LIBERTAD/TRUJILLO/TRUJILLO;TRUJILLO;JR. INDEPENDENCIA 871;;;
1970;SALVADOR;4;T;LIMA;LIMA;VILLA EL SALVADOR;LIMA/LIMA/VILLA EL SALVADOR;VILLA EL SALVADOR;AV. MICAELA BASTIDAS S/N SECTOR 1 GRUPO 24;;;
1971;BRYCE;4;T;AREQUIPA;AREQUIPA;AREQUIPA;AREQUIPA/AREQUIPA/AREQUIPA;AREQUIPA;AV. GOYENECHE 337;;;
1972;LOS SANTOS APOSTOLES;4;T;LIMA;LIMA;BREÑA;LIMA/LIMA/BREÑA;BREÑA;JR. NAPO 542;;;
1973;PAMER;4;T;LIMA;LIMA;LINCE;LIMA/LIMA/LINCE;LINCE;CALLE PEDRO CONDE 261;;;
1974;SANTA ISABEL DE HUNGRIA;4;T;LIMA;LIMA;SANTIAGO DE SURCO;LIMA/LIMA/SANTIAGO DE SURCO;SURCO;AV. GUARDIA CIVIL NORTE 329-331;;;
1975;JOHN DEWEY;4;T;LIMA;LIMA;BARRANCO;LIMA/LIMA/BARRANCO;BARRANCO;JR. LIMA NO. 317;;;
1976;ATENEO DE LA MOLINA;4;T;LIMA;LIMA;LA MOLINA;LIMA/LIMA/LA MOLINA;LA MOLINA;MZ. M2 LT10 URB. PORTADA DEL SOL 1RA ETAPA;;;
1977;ESTRELLA DE MARIA / STELLA MARIS;4;T;LIMA;LIMA;CHORRILLOS;LIMA/LIMA/CHORRILLOS;CHORRILLOS;AV. LA ALAMEDA LOS HORIZONTES NO. 730 URB. LOS CEDROS;;;
1978;SANTA ISABEL DE HUNGRIA;4;T;ANCASH;CASMA;CASMA;ANCASH/CASMA/CASMA;ANCASH;AV. FERNANDO LOMPARTE MZ D-11 NO. 123;;;
1979;SAN ANTONIO DE ABAD;4;T;LIMA;LIMA;SANTIAGO DE SURCO;LIMA/LIMA/SANTIAGO DE SURCO;SURCO;AV. BENAVIDES NO. 3892;;;
1980;JUAN PABLO PEREGRINO;4;T;LIMA;LIMA;SAN JUAN DE LURIGANCHO;LIMA/LIMA/SAN JUAN DE LURIGANCHO;S.J. LURIGANCHO;AV. SAN MARTIN ESTE 169;;;
1981;JESUS REPARADOR;4;T;LIMA;LIMA;LIMA;LIMA/LIMA/LIMA;LIMA;JR. CUZCO 723;;;
1983;LOS OLIVOS;4;T;CALLAO;CALLAO;CALLAO;CALLAO/CALLAO/CALLAO;CALLAO;CALLE LOS ALAMOS MZ G LOTE 18, 19 EL OLIVAR;;;
1984;INMACULADO CORAZON DE MARIA;4;T;LIMA;LIMA;SAN MIGUEL;LIMA/LIMA/SAN MIGUEL;SAN MIGUEL;LONDRES 184 URBANIZACIÓN RESIDENCIAL CALLAO;;;
1985;MARIA REICHE;4;T;LIMA;LIMA;COMAS;LIMA/LIMA/COMAS;COMAS;LT 34 MZ D LOS HUERTOS DE TUNGASUCO - REF TRAPICHE-CHILLON;;;
1986;CESAR VALLEJO;4;T;LIMA;LIMA;COMAS;LIMA/LIMA/COMAS;COMAS;JR. JOSE ECHENIQUE NRO. 251 P.J. SEÑOR DE LOS MILAGROS;;;
1987;EDUARDO FORGA;4;T;LIMA;LIMA;LURIGANCHO;LIMA/LIMA/LURIGANCHO;LURIGANCHO;AV. LIMA SUR 765;;;
1988;AMERICANO;4;T;LIMA;LIMA;CHACLACAYO;LIMA/LIMA/CHACLACAYO;CHOSICA - LIMA;PLATANOS N° 180 - CHOSICA;;;
1989;PAMER;4;T;LIMA;LIMA;SAN JUAN DE MIRAFLORES;LIMA/LIMA/SAN JUAN DE MIRAFLORES;SAN JUAN DE MIRAFLORES;JR. ENCINAS MZ. J, LOTE 12;;;
1990;MARIA REYNA DE LA PAZ;4;T;LIMA;LIMA;LINCE;LIMA/LIMA/LINCE;LINCE;JR. ALMIRANTE GUISSE NRO 2670;;;
1991;MADRE TERESA DE CALCUTA;4;T;LIMA;LIMA;LA VICTORIA;LIMA/LIMA/LA VICTORIA;LA VICTORIA;JR. LOS DIAMANTES 172 BALCONCILLO;;;
1992;COLEGIO PERUANO DE CIENCIAS;4;T;LIMA;LIMA;LA MOLINA;LIMA/LIMA/LA MOLINA;LA MOLINA;MZ. N LT 10 URB LAS PRADERAS DE LA MOLINA;;;
1993;INFANTA MARIA;4;T;LIMA;LIMA;SAN MARTIN DE PORRES;LIMA/LIMA/SAN MARTIN DE PORRES;SAN MARTIN DE PORRES;CALLE LAS ANONAS 4151 URB. NARANJAL;;;
1994;JOSEPH AND MERY HIGH SCHOOL;4;T;LIMA;LIMA;JESUS MARIA;LIMA/LIMA/JESUS MARIA;JESUS MARIA;AV. ARNALDO MARQUEZ 551;;;
1995;PAMER MAGDALENA;4;T;LIMA;LIMA;MAGDALENA DEL MAR;LIMA/LIMA/MAGDALENA DEL MAR;MAGDALENA;AV. MARISCAL SUCRE NRO 1472;;;
1996;TRILCE ESCARDO (TRENTO INTISUYO);4;T;LIMA;LIMA;SAN MIGUEL;LIMA/LIMA/SAN MIGUEL;LIMA / LIMA / SAN MIGUEL;CALLE CARLOS GONZALES N° 276;;;
1997;NUESTRA SEÑORA DE MONSERRAT;4;T;LIMA;LIMA;CARABAYLLO;LIMA/LIMA/CARABAYLLO;CARABAYLLO;JR. URSULA PEREDA NRO 185 URB TUNGASUCA;;;
1998;SAN JUAN CRISOSTOMO;4;T;LIMA;LIMA;SAN MARTIN DE PORRES;LIMA/LIMA/SAN MARTIN DE PORRES;SAN MARTIN DE PORRES;JR. ANTONIO GARLAND NRO 613 INGENIERIA;;;
1999;JOSE ANTONIO ENCINAS;4;T;CALLAO;CALLAO;LA PERLA;CALLAO/CALLAO/LA PERLA;CALLAO;AV. PACIFICO NRO 362 PROV. CONST. DEL CALLAO;;;
2000;THE TIGERS;4;T;CALLAO;CALLAO;BELLAVISTA;CALLAO/CALLAO/BELLAVISTA;CALLAO;AV. ELMER FAUCETT 1853 URB. JARDINES DE VIRU;;;
2001;TRILCE / TRILCE PUCALLPA;4;T;UCAYALI;CORONEL PORTILLO;CALLERIA;UCAYALI/CORONEL PORTILLO/CALLERIA;UCAYALI;CALLE ITALIA NRO 198 URB. PETROPERU;;;
2002;REY DE REYES;4;T;AREQUIPA;AREQUIPA;CERRO COLORADO;AREQUIPA/AREQUIPA/CERRO COLORADO;AREQUIPA;CL. VILLA HERMOSA NRO 132B URB. CERRITO LOS ALVAREZ;;;
2003;CIMA;4;T;TACNA;TACNA;TACNA;TACNA/TACNA/TACNA;TACNA;CL. HIPOLITO UNANUE NRO 172;;;
2004;INGENIERIA;4;T;LA LIBERTAD;TRUJILLO;TRUJILLO;LA LIBERTAD/TRUJILLO/TRUJILLO;TRUJILLO;AV. LARCO 836 URB. SAN ANDRES;;;
2005;JESUS EL MAESTRO HIGH SCHOOL;4;T;JUNIN;HUANCAYO;HUANCAYO;JUNIN/HUANCAYO/HUANCAYO;HUANCAYO;AV. LA VICTORIA 291 PALIAN;;;
2006;ALGORITMO;4;T;PASCO;OXAPAMPA;OXAPAMPA;PASCO/OXAPAMPA/OXAPAMPA;OXAPAMPA;JR. MARISCAL CASTILLA NO. 350;;;
2007;VIRGEN DE LAS NIEVES;4;T;ICA;ICA;LA TINGUIÑA;ICA/ICA/LA TINGUIÑA;ICA;AV. VICTORIO GOTUZZO 116;;;
2008;EL PACIFICO;4;T;AYACUCHO;HUAMANGA;AYACUCHO;AYACUCHO/HUAMANGA/AYACUCHO;AYACUCHO;JR. CALLAO 264;;;
2009;40159 EJERCITO AREQUIPA;4;T;AREQUIPA;AREQUIPA;MIRAFLORES;AREQUIPA/AREQUIPA/MIRAFLORES;AREQUIPA;AV. PROGRESO 1220;;;
2010;PIERRE SIMON LAPLACE;4;T;LIMA;LIMA;LA MOLINA;LIMA/LIMA/LA MOLINA;LA MOLINA;CALLE LOS FORESTALES N° 320, STA. FELICIA;;;
2011;PASCUAL SACO OLIVEROS;4;T;CALLAO;CALLAO;CALLAO;CALLAO/CALLAO/CALLAO;CALLAO;A. SAENZ PEÑA 978;;;
2012;INTERNACIONAL ELIM;4;T;LIMA;LIMA;SAN JUAN DE LURIGANCHO;LIMA/LIMA/SAN JUAN DE LURIGANCHO;SAN JUAN DE LURIGANCHO;JR. LOS OLMOS N° 128, URB. CANTO BELLO;;;
2013;ORION;4;T;JUNIN;TARMA;TARMA;JUNIN/TARMA/TARMA;TARMA - TARMA - JUNÍN;JIRÓN LIMA 750;;;
2014;SAN ANDRÉS;4;T;LIMA;LIMA;LA MOLINA;LIMA/LIMA/LA MOLINA;LA MOLINA - LIMA;MZ. L1 - LT.4 - HUERTOS DE LA MOLINA;;;
2015;MARISCAL RAMON CASTILLA;4;T;LIMA;LIMA;ATE;LIMA/LIMA/ATE;LIMA / LIMA / ATE;AV. URUBAMBA # 363, COOP. 27 DE ABRIL;;;
2016;MARIA DE LOS ANGELES;4;T;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;LIMA/LIMA/VILLA MARIA DEL TRIUNFO;VILLA MARÍA DEL TRIUNFO - LIMA;JR. UNIÓN 551;;;
2017;THALES DE MILETO;4;T;LIMA;LIMA;CARABAYLLO;LIMA/LIMA/CARABAYLLO;CARABAYLLO - LIMA;URB. RESIDENCIAL LUCYANA DE CARABAYLLO, MZ. D1, LOTE 18-19;;;
2018;JUAN PABLO PEREGRINO;4;T;LIMA;LIMA;CARABAYLLO;LIMA/LIMA/CARABAYLLO;CARABAYLLO - LIMA;AV. CAUDIVILLA MZ T1, LOTES 2-7, URB. LUCYANA;;;
2019;SAN ALFONSO;4;T;AYACUCHO;HUANTA;HUANTA;AYACUCHO/HUANTA/HUANTA;HUANTA - HUANTA - AYACUCHO;JR. AYACUCHO 651;;;
2020;ASOCIACION EDUCATIVA LENUS;4;T;LIMA;LIMA;SAN JUAN DE LURIGANCHO;LIMA/LIMA/SAN JUAN DE LURIGANCHO;SAN JUAN DE LURIGANCHO - LIMA;AV. SANTA ROSA NORTE 1655;;;
2021;NUESTRA SRA. DEL ROSARIO;4;T;LIMA;LIMA;SAN JUAN DE LURIGANCHO;LIMA/LIMA/SAN JUAN DE LURIGANCHO;SAN JUAN DE LURIGANCHO - LIMA;JR. EL ROSARIO 658;;;
2022;MCM. DANIEL A. CARRIÓN GARCÍA;4;T;LIMA;LIMA;SAN JUAN DE LURIGANCHO;LIMA/LIMA/SAN JUAN DE LURIGANCHO;SAN JUAN DE LURIGANCHO - LIMA;PSJE. LOS AMARUS # 651;;;
2023;PITÁGORAS;4;T;LIMA;LIMA;SAN JUAN DE LURIGANCHO;LIMA/LIMA/SAN JUAN DE LURIGANCHO;SAN JUAN DE LURIGANCHO - LIMA;JR. ARENISCAS MZ. X, LOTE 11;;;
2024;VIRGEN DEL ROSARIO SALAMANCA;4;T;LIMA;LIMA;ATE;LIMA/LIMA/ATE;ATE - VITARTE - LIMA;CALLE 3 - MZ. E - LOTE 2 - URB. EL ROSAL DE SALAMANCA;;;
2025;DON BOSCO;4;T;LIMA;LIMA;SAN LUIS;LIMA/LIMA/SAN LUIS;SAN LUIS - LIMA;AV. DEL AIRE 831 - 835;;;
2026;EBEN EZER;4;T;LIMA;LIMA;SAN LUIS;LIMA/LIMA/SAN LUIS;SAN LUIS - LIMA;AV. SAN JUAN 537. URB. LOS REYES;;;
2027;SANTIAGO ANTÚNEZ DE MAYOLO;4;T;LIMA;LIMA;SAN JUAN DE LURIGANCHO;LIMA/LIMA/SAN JUAN DE LURIGANCHO;SAN JUAN DE LURIGANCHO - LIMA;JR. TEMPLO DEL SOL 585 - MANGOMARCA;;;
2028;ANGELO PATRI;4;T;LIMA;LIMA;SAN JUAN DE LURIGANCHO;LIMA/LIMA/SAN JUAN DE LURIGANCHO;SAN JUAN DE LURIGANCHO - LIMA;MZ. V1, LOTE 3 - CAMPOY, 3ERA. ETAPA;;;
2029;ARIEL;4;T;LIMA;LIMA;LURIGANCHO;LIMA/LIMA/LURIGANCHO;LURIGANCHO - LIMA;JR. CUSCO 300;;;
2030;SAN JOSE;4;T;CALLAO;CALLAO;LA PERLA;CALLAO/CALLAO/LA PERLA;CALLAO / CALLAO / LA PERLA;MARISCAL CASTILLA, CDRA. 8 S/N;;;
2031;INGENIERIA;4;T;LIMA;LIMA;CHORRILLOS;LIMA/LIMA/CHORRILLOS;CHORRILLOS - LIMA;AV. HUAYLAS 249, URB. SAN JUAN;;;
2032;ELVIRA GARCIA Y GARCIA;4;T;LIMA;LIMA;SAN MARTIN DE PORRES;LIMA/LIMA/SAN MARTIN DE PORRES;SAN MARTIN DE PORRES - LIMA;CARLOS DE LOS HEROS 127 - URB. ANTARES;;;
2033;MIGUEL ARCANGEL;4;T;LIMA;LIMA;SAN MARTIN DE PORRES;LIMA/LIMA/SAN MARTIN DE PORRES;SAN MARTIN DE PORRES - LIMA;LOS LIBERTADORES 250 - URB. VALDIVIEZO;;;
2034;SAN NICOLAS;4;T;LIMA;LIMA;SAN MARTIN DE PORRES;LIMA/LIMA/SAN MARTIN DE PORRES;SAN MARTIN DE PORRES - LIMA;AV. ALCIDES VIGO MZ. D, LOTE 36 - 38;;;
