number;name;remote_id;source;image;;;;
1488;INGENIERIA;4;T;LIMA;;;;
1489;OSCAR FREITAS MINAYA;4;T;LIMA;;;;
1490;ASIS;4;T;LIMA;;;;
1491;TRILCE DE COMAS;4;T;LIMA;;;;
1492;SAN JOSE;4;T;LIMA;;;;
1493;SACO OLIVEROS;4;T;LIMA;;;;
1494;HUASCARAN;4;T;ANCASH;;;;
1495;AFUL;4;T;LAMBAYEQUE;;;;
1496;COLUMBIA SCHOOL;4;T;LIMA;;;;
1497;NUESTRA SEÑORA DE GUADALUPE;4;T;ICA;;;;
1498;SANTA VIRGEN DEL CARMEN;4;T;LIMA;;;;
1499;PROYECTO;4;T;PIURA;;;;
1500;SAN IGNACIO DE LOYOLA;4;T;LIMA;;;;
1501;JESUS SALVADOR;4;T;LIMA;;;;
1502;LEONARDO DE VINCI;4;T;LIMA;;;;
1503;DANIEL ALCIDES CARRION;4;T;LIMA;;;;
1504;MONTE CARMELO;4;T;LIMA;;;;
1505;VIRGEN DE LA FAMILIA;4;T;LIMA;;;;
1506;KAREN HORNEY;4;T;CALLAO;;;;
1507;SAN ANTONIO;4;T;LIMA;;;;
1508;LA INMACULADA;4;T;LIMA;;;;
1509;SAN JUAN MARIA VIANNEY (GESTION PUBLICA);4;T;HUANCAVELICA;;;;
1510;TRILCE;4;T;LIMA;;;;
1511;PAUL VERLAINE;4;T;LIMA;;;;
1512;MARISCAL TORIBIO LUZURIAGA;4;T;LIMA;;;;
1513;JUAN XXIII;4;T;LIMA;;;;
1514;FRANCES MARY BUSS;4;T;LIMA;;;;
1515;SAN IGNACIO DE JESUS;4;T;LIMA;;;;
1516;FOYER DE CHARITE;4;T;LIMA;;;;
1517;APPUL COLLEGE;4;T;LAMBAYEQUE;;;;
1518;ALBANO QUINN;4;T;CUSCO;;;;
1519;NEWTON;4;T;JUNIN;;;;
1520;ALTERNATIVO B Y M;4;T;HUANUCO;;;;
1521;ALEXANDER VON HUMBOLDT;4;T;ICA;;;;
1522;MARIA INMACULADA;4;T;LAMBAYEQUE;;;;
1523;AUGUSTO SALAZAR BONDY - PRONOESA;4;T;AMAZONAS;;;;
1524;ADEU;4;T;LAMBAYEQUE;;;;
1525;SANTA TERESITA DE JESUS;4;T;ANCASH;;;;
1526;PITAGORAS;4;T;JUNIN;;;;
1527;SAN ISIDRO;4;T;MADRE DE DIOS;;;;
1528;LOS LIBERTADORES;4;T;CALLAO;;;;
1529;REGINA PACIS;4;T;CALLAO;;;;
1530;AEROPUERTO;4;T;CALLAO;;;;
1531;JUAN PABLO AYLLON HERRERA;4;T;LIMA;;;;
1532;WALLON YZAZZO;4;T;LIMA;;;;
1533;CORAZON DE JESUS PIONERO DE LA CIENCIA;4;T;LIMA;;;;
1534;HANS HEINRICH BRÜNING;4;T;LAMBAYEQUE;;;;
1535;ALEXANDER GRAHAM BELL;4;T;LA LIBERTAD;;;;
1536;ANDRES BELLO;4;T;CUSCO;;;;
1537;EL NAZARENO;4;T;CUSCO;;;;
1538;JUAN PABLO II;4;T;LA LIBERTAD;;;;
1539;NUESTRA SEÑORA DE GUADALUPE;4;T;ICA;;;;
1540;LEONARDO DA VINCI;4;T;LIMA;;;;
1541;JAVIER HERAUD;4;T;LIMA;;;;
1542;SANTA ANA;4;T;LIMA;;;;
1543;GUSTAVO ADOLFO BECQUER;4;T;LIMA;;;;
1544;GUADALUPE (PRONOE);4;T;LIMA;;;;
1545;BERTOLT BRECHT / BERTOLT BRECHT BREZING;4;T;LIMA;;;;
1546;DORA MAYER DE ZULEN;4;T;LIMA;;;;
1547;OLLANTAY SA;4;T;LIMA;;;;
1548;MARIA INMACULADA;4;T;LIMA;;;;
1549;LINCOLN SCHOOL;4;T;LIMA;;;;
1550;PERUANO AMERICANO;4;T;LIMA;;;;
1551;SAN IGNACIO DEL ALAMO;4;T;LIMA;;;;
1552;JEAN PIAGET;4;T;LIMA;;;;
1553;PABLO PICASSO;4;T;LIMA;;;;
1554;HANS CHRISTIAN;4;T;LIMA;;;;
1555;SAN MARCOS;4;T;LIMA;;;;
1556;SACO OLIVEROS HELICOIDAL;4;T;LIMA;;;;
1557;NUESTRA SEÑORA DE LA PAZ;4;T;LIMA;;;;
1558;MARIA EXALTACION;4;T;LIMA;;;;
1559;SEÑOR DE LA VIDA;4;T;ANCASH;;;;
1560;JUAN ESPINOZA MEDRANO;4;T;LIMA;;;;
1561;VIRGEN DEL ROSARIO;4;T;LIMA;;;;
1562;EULER;4;T;LIMA;;;;
1563;TERESA GONZALES DE FANNING;4;T;CALLAO;;;;
1564;PARCIVAL;4;T;LIMA;;;;
1565;JUAN PABLO II;4;T;JUNIN;;;;
1566;SACO OLIVEROS;4;T;ANCASH;;;;
1567;MABEL CONDEMARIN;4;T;LIMA;;;;
1568;SEÑOR DE LUREN;4;T;LIMA;;;;
1569;SAN ANTONIO (PRONOE);4;T;LIMA;;;;
1570;LOMAS DE SANTA MARIA;4;T;LIMA;;;;
1571;EULER;4;T;LIMA;;;;
1572;SANTA MARIA DE LA MERCED;4;T;LIMA;;;;
1573;SAN AGUSTIN DE MIRAFLORES (PRONOEGNE);4;T;LIMA;;;;
1574;SAN CARLOS;4;T;LIMA;;;;
1575;CORONEL FRANCISCO BOLOGNESI;4;T;ANCASH;;;;
1576;EL NAZARENO;4;T;ANCASH;;;;
1577;PARADICE HOME SCHOOL;4;T;CALLAO;;;;
1578;ROSARIO DEL SOLAR;4;T;LIMA;;;;
1579;SAN RICARDO;4;T;LIMA;;;;
1580;JOHN NEPER;4;T;LIMA;;;;
1581;TECNIMEDIA;4;T;LIMA;;;;
1582;ISAAC NEWTON COLLEGE;4;T;CALLAO;;;;
1583;LA MOLINA CHRISTIAN SCHOOLS;3;S;LIMA;;;;
1584;SAN CHARBEL;4;T;LIMA;;;;
1585;SANTO DOMINGO DE GUZMAN;4;T;LIMA;;;;
1586;CRUZ SACO;4;T;LIMA;;;;
1587;EMANUEL;4;T;LIMA;;;;
1588;DIVINO REDENTOR;4;T;LIMA;;;;
1589;CORONEL LEONCIO PRADO DE LOS OLIVOS;4;T;LIMA;;;;
1590;SAN ALFONSO;4;T;LIMA;;;;
1591;APPU;4;T;LIMA;;;;
1592;SAN JOSE DE LOS BALNEARIOS DEL SUR;4;T;LIMA;;;;
1593;CIRO ALEGRIA;4;T;LIMA;;;;
1594;MARIA DE LOS ANGELES;4;T;LIMA;;;;
1595;SAN IGNACIO DEL RETABLO;4;T;LIMA;;;;
1596;JUAN WOLFGANG GOETHE;4;T;LIMA;;;;
1597;28 DE JULIO;4;T;TACNA;;;;
1598;DOMINGO SAVIO;4;T;LIMA;;;;
1599;ANDRES AVELINO CACERES;4;T;LIMA;;;;
1600;SAN VICENTE DEL RETABLO;4;T;LIMA;;;;
1601;LA CATOLICA;4;T;AREQUIPA;;;;
1602;VIRGEN DE FATIMA;4;T;LIMA;;;;
1603;SAN BARTOLOME;4;T;LIMA;;;;
1604;ANTONIO RAIMONDI;4;T;AREQUIPA;;;;
1605;SANTO DOMINGO;4;T;AYACUCHO;;;;
1606;SACO OLIVEROS;4;T;LIMA;;;;
1607;SANTO DOMINGO EL APOSTOL;4;T;LIMA;;;;
1608;SAN MARTIN DE PORRAS;4;T;LIMA;;;;
1609;CHRISTIAN BARNARD;4;T;HUANUCO;;;;
1610;ALFONSO UGARTE;4;T;PASCO;;;;
1611;LA RICHI;4;T;LIMA;;;;
1612;MIXTO COOPERATIVO;4;T;HUANCAVELICA;;;;
1613;NIÑO JESUS DE PRAGA;4;T;LIMA;;;;
1614;SAN JUAN BOSCO (NO ESCOLARIZADO);4;T;LIMA;;;;
1615;SANTA CECILIA DE LA CALERA;4;T;LIMA;;;;
1616;LOS NIÑOS DE JESUS;4;T;LIMA;;;;
1617;SAN JOSE;4;T;LIMA;;;;
1618;SAN ROQUE;4;T;LIMA;;;;
1619;FRANCISCO DE PAULA GONZALES VIGIL;4;T;LIMA;;;;
1620;SAN LUIS DE BORJA;4;T;LIMA;;;;
1621;LUCIANO METZINGER;4;T;LIMA;;;;
1622;SAN JERONIMO;4;T;JUNIN;;;;
1623;SAINT PATRICK;3;S;LIMA;;;;
1624;ALMIRANTE GUISE;4;T;LIMA;;;;
1625;TRILCE PERSHING;4;T;LIMA;;;;
1626;SANTO DOMINGO DE GUZMAN;4;T;LIMA;;;;
1627;SANTA ANA;4;T;PIURA;;;;
1628;JESUS GUIA;4;T;LIMA;;;;
1629;INTERNACIONAL ELIM;4;T;LIMA;;;;
1630;ERNESTO GARCIA CALDERON;4;T;CALLAO;;;;
1631;EL NAZARENO;4;T;ANCASH;;;;
1632;MATER CHRISTI;4;T;LIMA;;;;
1633;ISAAC NEWTON;4;T;HUANUCO;;;;
1634;FERNANDO STAHL;4;T;SAN MARTIN;;;;
1635;CHRISTIAN BARNARD DE TAHUANTINSUYO;4;T;LIMA;;;;
1636;LICEO BERNHALD BOLZANO;4;T;LIMA;;;;
1637;ALBERT EINSTEIN;4;T;LIMA;;;;
1638;GUADALUPE;4;T;LA LIBERTAD;;;;
1639;NIELS BOHR;4;T;LIMA;;;;
1640;TRILCE DE SANTA ANITA;4;T;LIMA;;;;
1641;SAN GASPAR;4;T;JUNIN;;;;
1642;VIRGEN DE LA ASUNCION;4;T;CALLAO;;;;
1643;FRANCISCO ROJAS SCHOOL;4;T;AREQUIPA;;;;
1644;MANUEL PARDO;4;T;LIMA;;;;
1645;RAYMOND CLARK;4;T;LIMA;;;;
1646;JOSE CARLOS MARIATEGUI;4;T;LIMA;;;;
1647;NUESTRA SEÑORA DE LA MERCED;4;T;LIMA;;;;
1648;EMMANUEL;4;T;LIMA;;;;
1649;NIVEL A;3;S;LIMA;;;;
1650;ANDRES BELLO;4;T;LIMA;;;;
1651;DEL PACIFICO;4;T;LIMA;;;;
1652;GENERAL JOSE DE SAN MARTIN;4;T;LIMA;;;;
1653;ALFRED NOBEL;4;T;AMAZONAS;;;;
1654;NUESTRA SEÑORA DE LA ASUNCION;4;T;LIMA;;;;
1655;ISAAC NEWTON (COLEGIO DE CIENCIAS);4;T;LIMA;;;;
1656;TALENTOS;4;T;LA LIBERTAD;;;;
1657;SANTA RITA DE CASIA;4;T;LIMA;;;;
1658;MATTER PURISIMA;4;T;LIMA;;;;
1659;AMERICA;4;T;APURIMAC;;;;
1660;ABRAHAM LINCOLN;4;T;JUNIN;;;;
1661;REINA ALMA DE LAS AMERICAS;4;T;LIMA;;;;
1662;ROSA MARIA CHEC A;4;T;LAMBAYEQUE;;;;
1663;NIÑO JESUS DE PRAGA - COLEGIO;4;T;ANCASH;;;;
1664;SANTA MARIA DE LA PROVIDENCIA;4;T;LIMA;;;;
1665;JUAN PABLO II;4;T;LIMA;;;;
1666;LOS ANGELES DE JESUS;4;T;LIMA;;;;
1667;NIÑO DE LA PAZ;4;T;AREQUIPA;;;;
1668;NEIL ARMSTRONG;4;T;LIMA;;;;
1669;ANGELES DE LA PAZ;4;T;LIMA;;;;
1670;ALBERT EINSTEIN;4;T;AREQUIPA;;;;
1671;LAS PALMAS NUEVA ESPERANZA;4;T;LIMA;;;;
1672;SAN MARCOS;4;T;LIMA;;;;
1673;SANTA ROSA DE QUIVES;4;T;LIMA;;;;
1674;CHAMPAGNAT;4;T;AREQUIPA;;;;
1675;SANTA LUCIA;4;T;LIMA;;;;
1676;CRISTO REY;4;T;CALLAO;;;;
1677;SAN JUAN BOSCO;4;T;SAN MARTIN;;;;
1678;SAGRADA FAMILIA;4;T;LIMA;;;;
1679;LA ESPERANZA;4;T;JUNIN;;;;
1680;FRANCISCO BOLOGNESI;4;T;PASCO;;;;
1681;ATRIO SCHOOL;4;T;LIMA;;;;
1682;JUANA ALARCO DE DAMMERT;4;T;CALLAO;;;;
1683;FEDOR M. DOSTOIESKY;4;T;LIMA;;;;
1684;HEROES DEL PACIFICO;4;T;CALLAO;;;;
1685;ISAAC NEWTON;4;T;LIMA;;;;
1686;SAN VICENTE DE PAUL;4;T;LIMA;;;;
1687;VILLA MARIA;4;T;LIMA;;;;
1688;LATINO;4;T;LIMA;;;;
1689;CAPESAT (PRONOE);4;T;LIMA;;;;
1690;FELIX TELLO ROJAS;4;T;LAMBAYEQUE;;;;
1691;TRILCE;4;T;JUNIN;;;;
1692;HARVAR;4;T;LA LIBERTAD;;;;
1693;TOFFLER;4;T;LIMA;;;;
1694;ABRAHAM VALDELOMAR;4;T;LIMA;;;;
1695;SACO OLIVEROS (PASCUAL);4;T;LIMA;;;;
1696;PACEM IN TERRIS;4;T;CALLAO;;;;
1697;"LLAMK""ACHINAPAQ";4;T;CUSCO;;;;
1698;FRIENDSHIP HIGH SCHOOL;4;T;LIMA;;;;
1699;SIGMA;4;T;LIMA;;;;
1700;LICEO SANTO DOMINGO;4;T;LIMA;;;;
1701;LUZ ANDINA;4;T;PUNO;;;;
1702;MARIA GORETTI;4;T;LIMA;;;;
1703;MARIA REICHE GROSSE NEUMANN;4;T;LIMA;;;;
1704;SAN JOSE DE NAZARETH;4;T;LIMA;;;;
1705;VILLA ALARIFE;3;R;LIMA;;;;
1706;SANTA VICTORIA;4;T;LAMBAYEQUE;;;;
1707;GRAN MARISCAL RAMON CASTILLA;4;T;LA LIBERTAD;;;;
1708;REAL PACIFICO;4;T;ANCASH;;;;
1709;ALEXANDER FLEMING;4;T;TACNA;;;;
1710;PADRE CHAMPAGNAT DE LOS OLIVOS;4;T;LIMA;;;;
1711;SAN LUIS;4;T;LIMA;;;;
1712;MANUEL PARDO;4;T;LIMA;;;;
1713;LOS ANDES;4;T;LIMA;;;;
1714;UNIDOS;4;T;LIMA;;;;
1715;JUAN XXIII;4;T;JUNIN;;;;
1716;SAN IGNACIO DE LOYOLA;4;T;AYACUCHO;;;;
1717;SANTO DOMINGO;4;T;AYACUCHO;;;;
1718;DEL NORTE;4;T;PIURA;;;;
1719;MIGUEL GRAU;4;T;LA LIBERTAD;;;;
1720;JOSE CARLOS MARIATEGUI;4;T;AREQUIPA;;;;
1721;CARLOS ALBERTO IZAGUIRRE;4;T;LIMA;;;;
1722;CARLOS FREDERICK GAUSS;4;T;LIMA;;;;
1723;JESUS MAESTRO;4;T;CALLAO;;;;
1724;ANTON MAKARENKO;4;T;LIMA;;;;
1725;RENE DESCARTES;4;T;LIMA;;;;
1726;ADA A. BYRON;4;T;ICA;;;;
1727;EL CARMELO;4;T;LIMA;;;;
1728;NUESTRA SEÑORA DE LA SALUD;4;T;LORETO;;;;
1729;TRILCE;4;T;LIMA;;;;
1730;NUESTRA SEÑORA DE GUADALUPE SEGUNDO;4;T;LIMA;;;;
1731;SAN MARCOS DEL SUR;4;T;LIMA;;;;
1732;LAS AMERICAS;4;T;TUMBES;;;;
1733;TRILCE;4;T;CALLAO;;;;
1734;TRILCE;4;T;LIMA;;;;
1735;JESUS MAESTRO;4;T;ANCASH;;;;
1736;CESAR VALLEJO MENDOZA;4;T;LIMA;;;;
1737;ALBERT EINSTEIN;4;T;PASCO;;;;
1738;SANTA ELENA;4;T;LIMA;;;;
1739;FRANCISCO DE ZELA;4;T;CALLAO;;;;
1740;AUGUSTO SALAZAR BONDY;4;T;CAJAMARCA;;;;
1741;LICEO MEGANTONY;4;T;CUSCO;;;;
1742;AMIGOS DE JESUS;4;T;LIMA;;;;
1743;LEONARDO DE PISA;4;T;LIMA;;;;
1744;NUESTRA SEÑORA DE COPACABANA;4;T;LIMA;;;;
1746;SAN DIMAS;4;T;PIURA;;;;
1747;MARISCAL TORIBIO DE LUSURIAGA;3;S;LIMA;;;;
1748;ERNESTO VELIT RUIZ;3;S;ICA;;;;
1749;JUAN CRONIQUEUR;4;T;LIMA;;;;
1750;SERGE REYNAUD DE LA FERRIER;3;S;LIMA;;;;
1751;SANTA CECILIA;4;T;LIMA;;;;
1752;PEAD UNIDOS;3;S;LIMA;;;;
1753;HOGAR DE JESUS;4;T;LIMA;;;;
1754;TRILCE CHICLAYO;4;T;LAMBAYEQUE;;;;
1755;APOSTOL SAN PEDRO;4;T;LIMA;;;;
1756;VICTOR VALENZUELA GUARDIA;4;T;ANCASH;;;;
1757;SAN PABLO APOSTOL;4;T;LIMA;;;;
1758;SAN JUAN BOSCO;4;T;JUNIN;;;;
1759;REY DE REYES;4;T;LIMA;;;;
1760;NUESTRA SEÑORA DEL PERPETUO SOCORRO;4;T;LIMA;;;;
1761;EMANUEL DIOS CON NOSOTROS;4;T;LIMA;;;;
1762;JR. TEODORO SALAZAR 200;4;T;CAJAMARCA;;;;
1763;FRATERNIDAD UNIVERSAL;4;T;LIMA;;;;
1764;MARIA RAFOLS;4;T;LIMA;;;;
1765;ELLEN PARKURST;4;T;LIMA;;;;
1766;HARVARD;4;T;JUNIN;;;;
1767;ALFA;4;T;LIMA;;;;
1768;DE JESUS;4;T;CALLAO;;;;
1769;DIDASCALIO SAN JOSE OBRERO;4;T;CUSCO;;;;
1770;JOHN NASH HIGH SCHOOL;4;T;LIMA;;;;
1771;SANTO DOMINGO SAVIO;4;T;LIMA;;;;
1772;PITAGORAS;4;T;JUNIN;;;;
1773;MARIA MILAGROSA;4;T;LIMA;;;;
1774;ORION;4;T;HUANCAVELICA;;;;
1775;ALEXANDER GRAHAM BELL;4;T;CAJAMARCA;;;;
1776;WILLIAM HARVEY;4;T;LA LIBERTAD;;;;
1777;JOSE ANTONIO ENCINAS FRANCO;4;T;LIMA;;;;
1779;SANTA GABRIELA BONINO;4;T;CUSCO;;;;
1780;SANTA TERESA;4;T;LAMBAYEQUE;;;;
1781;ALBERT EINSTEIN;4;T;CAJAMARCA;;;;
1782;MARCELINO CHAMPGNAT;4;T;LIMA;;;;
1783;INTEGRAL CLASS;4;T;LA LIBERTAD;;;;
1784;MARIA DEL ROSARIO;4;T;JUNIN;;;;
1785;LICEO ITALIANO;4;T;CUSCO;;;;
1786;JUAN ESPINOZA MEDRANO;4;T;LIMA;;;;
1787;NAZARENO;4;T;LIMA;;;;
1788;JORGE CHAVEZ;4;T;LIMA;;;;
1789;LUIS E. GALVAN;4;T;LIMA;;;;
1790;JEAN CALVIN LEFRANC;4;T;CALLAO;;;;
1791;ALBERT EINSTEIN;4;T;LIMA;;;;
1792;VIRGEN DE GUADALUPE;4;T;LIMA;;;;
1793;JORGE CHAVEZ DARTNELL;4;T;ICA;;;;
1794;MAX PLANCK;4;T;AYACUCHO;;;;
1795;SANTA MARIA REYNA;4;T;AYACUCHO;;;;
1796;TRILCE AREQUIPA;4;T;AREQUIPA;;;;
1797;NIÑO JESUS;4;T;TUMBES;;;;
1798;PITAGORAS NUEVO SAN JUAN;4;T;LIMA;;;;
1799;SALAZAR BONDY;4;T;LIMA;;;;
1800;SAN CARLOS;4;T;JUNIN;;;;
1801;SAN VICENTE;4;T;LIMA;;;;
1802;CESAR VALLEJO;4;T;AYACUCHO;;;;
1803;TRILCE LA MERCED;4;T;JUNIN;;;;
1804;SAN IGNACIO DE CARABAYLLO;4;T;LIMA;;;;
1805;MARISTAS SIGLO XXI;4;T;LA LIBERTAD;;;;
1806;ALIPIO PONCE;4;T;LAMBAYEQUE;;;;
1807;COLUMBIA;4;T;LIMA;;;;
1808;CRISTO AMIGO;4;T;ANCASH;;;;
1809;PITAGORAS NIVEL A;4;T;APURIMAC;;;;
1810;LATINOAMERICANO;4;T;AREQUIPA;;;;
1811;EDUARDO FRANCISCO FORGA;4;T;AREQUIPA;;;;
1812;LA DIVINA MISERICORDIA;4;T;HUANUCO;;;;
1813;SANTA MARIA;4;T;TACNA;;;;
1814;ANDRES BELLO;4;T;PIURA;;;;
1815;AMERICANO;4;T;PIURA;;;;
1816;SAN MARTIN DE PORRAS;4;T;ICA;;;;
1817;SAN ANTONIO;4;T;LIMA;;;;
1818;SANTA ANA;4;T;CALLAO;;;;
1819;SEÑOR DE GUALAMITA;4;T;CALLAO;;;;
1820;MARIA REICHE;4;T;LIMA;;;;
1821;RAMON CASTILLA;4;T;CAJAMARCA;;;;
1822;HIGH SCHOOL ALBERT EINSTEIN;4;T;LIMA;;;;
1823;MI JESUS;4;T;LIMA;;;;
1824;PIERRE LAPLACE;4;T;LIMA;;;;
1825;BARCIA BONIFATTI;4;T;LIMA;;;;
1826;MARIANO MELGAR;4;T;LIMA;;;;
1827;DIEZ DE OCTUBRE;4;T;LIMA;;;;
1828;CESAR VALLEJO;4;T;LIMA;;;;
1829;EL ATENEO;4;T;LIMA;;;;
1830;NIÑO JESUS DE PRAGA;4;T;LIMA;;;;
1831;DIEGO THOMSON;4;T;LIMA;;;;
1832;LATINOAMERICANO;4;T;LIMA;;;;
1833;SISE;4;T;LIMA;;;;
1834;REINA DE LOS ANGELES;4;T;LIMA;;;;
1835;TECNIGRAP;4;T;LIMA;;;;
1836;TRILCE;4;T;LIMA;;;;
1837;SAN EFRAIN;4;T;ANCASH;;;;
1838;KAROL WOJTYLA COLLEGE;4;T;LIMA;;;;
1839;SAN JUDAS TADEO;4;T;LIMA;;;;
1840;SAN AGUSTIN;4;T;TACNA;;;;
1841;EVARISTE GALOIS;4;T;LIMA;;;;
1842;SAN IGNACIO DE LOYOLA;4;T;CUSCO;;;;
1843;LIBERTADOR SIMON BOLIVAR;4;T;CALLAO;;;;
1844;CRISTO JESUS;4;T;CALLAO;;;;
1845;SAN VICENTE FERRER;4;T;LIMA;;;;
1846;HONORES;4;T;LIMA;;;;
1847;CORAZON DE JESUS;4;T;LIMA;;;;
1848;INTEGRAL;4;T;ANCASH;;;;
1849;JOSE MARTI;4;T;ANCASH;;;;
1850;SANTA MARIA MAZZARELLO;4;T;AREQUIPA;;;;
1851;TRILCE DE TRUJILLO;4;T;LA LIBERTAD;;;;
1852;EL BUEN PASTOR / CRISTIANO EL BUEN PASTOR;4;T;LIMA;;;;
1853;MIGUEL GRAU SEMINARIO;4;T;LIMA;;;;
1854;TRILCE MARSANO;4;T;LIMA;;;;
1855;BHONNER;4;T;LIMA;;;;
1856;SAN JOSE Y EL REDENTOR;4;T;LIMA;;;;
1857;SAN AGUSTIN;4;T;LIMA;;;;
1858;DIVINO NIÑO DE JESUS;4;T;LIMA;;;;
1859;ALFRED NOBEL;4;T;LIMA;;;;
1860;SEÑOR DE LUREN;4;T;LIMA;;;;
1861;DIVINO SEMBRADOR;4;T;LIMA;;;;
1862;SAN PEDRO;4;T;LIMA;;;;
1863;BARBARA D'ACHILLE;4;T;CALLAO;;;;
1864;SEBASTIAN SALAZAR BONDY;4;T;LIMA;;;;
1865;SAN CARLOS DE BAMBAMARCA;4;T;LIMA;;;;
1866;NUESTRA VIRGEN DEL ROSARIO;4;T;LIMA;;;;
1867;SAN MARCO;4;T;LIMA;;;;
1868;INMACULADO CORAZON DE MARIA;4;T;CALLAO;;;;
1869;MARIA REYNA;4;T;JUNIN;;;;
1870;THALES;4;T;LIMA;;;;
1871;CESAR CANEVARO;4;T;LIMA;;;;
1872;SANTA MARIA APOSTOL;4;T;LIMA;;;;
1873;ENRIQUE OPPENHEIMER;4;T;LIMA;;;;
1874;SAGRADO CORAZON;4;T;AREQUIPA;;;;
1875;EL GRAN MAESTRO;4;T;ANCASH;;;;
1876;NUESTRA SEÑORA DE GUADALUPE;4;T;AYACUCHO;;;;
1877;APEIRON;4;T;LIMA;;;;
1878;SANTA MARIA DE MATELLINI;4;T;LIMA;;;;
1879;CEPEBAN;4;T;LIMA;;;;
1880;INCA GARCILAZO DE LA VEGA;4;T;LIMA;;;;
1881;NUESTRA SEÑORA DE LA PAZ;4;T;LIMA;;;;
1882;ANDRES BELLO;4;T;LIMA;;;;
1883;SAN MARTIN DE PORRES TEACH'N LEARN;4;T;LIMA;;;;
1884;CLAUDIO GALENO;4;T;PUNO;;;;
1885;REYNA DE LA PAZ;4;T;ICA;;;;
1886;CIENTIFICA;4;T;JUNIN;;;;
1887;ADEU;4;T;CAJAMARCA;;;;
1888;SAN FRANCISCO DE ASIS;4;T;LIMA;;;;
1889;SAGRADO CORAZON DE JESUS;4;T;LA LIBERTAD;;;;
1890;C. VALLEJO;4;T;LIMA;;;;
1891;JUAN ENRIQUE PESTALOZZI;4;T;LIMA;;;;
1892;JESUS EL GRAN MAESTRO;4;T;LIMA;;;;
1893;FRANCISCO DE PAULA GONZALEZ VIGIL;4;T;ICA;;;;
1894;NIÑO DE BELEN;4;T;LIMA;;;;
1895;PITAGORAS DE SAMOS;4;T;LIMA;;;;
1896;WILLIAM SHAKESPEARE;4;T;LIMA;;;;
1897;INGENIEROS UNI DE LA MOLINA;4;T;LIMA;;;;
1898;SANTO DOMINGO DE GUZMAN;4;T;ICA;;;;
1899;SOR ANA DE LOS ANGELES;4;T;LIMA;;;;
1900;LICEO SANTO TORIBIO;4;T;LIMA;;;;
1901;CRISTONY;4;T;LIMA;;;;
1902;INGENIEROS UNI;4;T;LIMA;;;;
1903;INGENIERIA;4;T;LIMA;;;;
1904;NAZARENO;4;T;LIMA;;;;
1905;SANTA MARIA LA MAYOR;4;T;AREQUIPA;;;;
1906;MAX PLANCK;4;T;JUNIN;;;;
1907;JOSE ANTONIO ENCINAS;4;T;CALLAO;;;;
1908;SANTA ANITA;4;T;MOQUEGUA;;;;
1909;ENRICO FERMI;4;T;AREQUIPA;;;;
1910;CRNL. JOSE JOAQUIN INCLAN;4;T;PIURA;;;;
1911;JORGE CHAVEZ;4;T;JUNIN;;;;
1912;YURIMAGUAS DEL SAGRADO CORAZON DE JESUS;4;T;LORETO;;;;
1913;D'UNI;4;T;HUANCAVELICA;;;;
1914;SANTA VERONICA;4;T;LAMBAYEQUE;;;;
1915;SANTA MARIA;4;T;AYACUCHO;;;;
1917;AUGUSTO SALAZAR BONDY;4;T;PUNO;;;;
1918;JUAN ESPINOZA MEDRANO;4;T;APURIMAC;;;;
1919;CHIUMDSA;4;T;TUMBES;;;;
1920;L'HERMITAGE SRL;4;T;LIMA;;;;
1921;EMMANUEL COLLEGE;4;T;LIMA;;;;
1922;JOSE MARIA ARGUEDAS;4;T;LIMA;;;;
1923;DIVINO MAESTRO;4;T;LIMA;;;;
1924;HENRI WALLON;4;T;LIMA;;;;
1925;SAN RAMON NONATO;4;T;LIMA;;;;
1926;MARIA INMACULADA CONCEPCION;4;T;LIMA;;;;
1927;VIRGEN DE LAS MERCEDES DEL TREBOL;4;T;LIMA;;;;
1928;CONSUELO VALLEJOS;4;T;LIMA;;;;
1929;SAN BENITO DE PALERMO;4;T;CALLAO;;;;
1930;SANTO DOMINGO EL PREDICADOR;4;T;LIMA;;;;
1931;SANTISIMA VIRGEN DE LA PUERTA;4;T;LIMA;;;;
1932;VIRGEN DE LA MEDALLA MILAGROSA;4;T;ICA;;;;
1933;INMACULADA CONCEPCION;4;T;CAJAMARCA;;;;
1934;ALAS PERUANAS;4;T;AREQUIPA;;;;
1935;SAN IGNACIO DE JESUS;4;T;AREQUIPA;;;;
1936;LE D'ALEMBERT;4;T;LIMA;;;;
1937;HEROES DE LA BEÑA;4;T;LIMA;;;;
1938;CATOLICA SAN PIO X;4;T;LIMA;;;;
1939;VILLA LOS ANGELES;4;T;LIMA;;;;
1940;SANTA MARIA DE BREÑA;4;T;LIMA;;;;
1941;VILLARREAL;4;T;LIMA;;;;
1942;NUEVO PITAGORAS;4;T;LIMA;;;;
1943;LOS SIERVOS DE JESUS;4;T;LIMA;;;;
1944;CRISTO MORADO;4;T;LIMA;;;;
1945;APEIRON;4;T;CALLAO;;;;
1946;JUAN JACOBO ROUSSEAU;4;T;LIMA;;;;
1947;SAN IDELFONSO;4;T;LIMA;;;;
1948;ASEACES PORTALES DEL SABER;4;T;LIMA;;;;
1949;CATOLICO SANTA URSULA;4;T;LIMA;;;;
1950;BRASIL;4;T;LIMA;;;;
1951;VIRGEN DE GUADALUPE;4;T;LIMA;;;;
1952;TRILCE MARANGA;4;T;LIMA;;;;
